# spot,7533.7700,ts,2026-07-16 22:53:47
strike,dte,cp,oi,gamma,delta,iv,bid,ask
200.00,1,C,14756,0.000000,1.0000,0.0000,7316.20,7335.70
200.00,1,P,13331,0.000000,0.0000,0.0000,0.00,0.05
400.00,1,C,22,0.000000,1.0000,0.0000,7116.30,7135.80
400.00,1,P,7118,0.000000,0.0000,0.0000,0.00,0.05
600.00,1,C,4,0.000000,1.0000,0.0000,6916.30,6935.90
600.00,1,P,5209,0.000000,0.0000,0.0000,0.00,0.05
800.00,1,C,3,0.000000,1.0000,0.0000,6716.40,6734.30
800.00,1,P,3702,0.000000,0.0000,0.0000,0.00,0.05
1000.00,1,C,273,0.000000,1.0000,0.0000,6516.30,6536.00
1000.00,1,P,2861,0.000000,0.0000,0.0000,0.00,0.05
1200.00,1,C,13302,0.000000,1.0000,0.0000,6316.50,6336.00
1200.00,1,P,14480,0.000000,0.0000,0.0000,0.00,0.05
1400.00,1,C,3,0.000000,1.0000,0.0000,6116.60,6136.10
1400.00,1,P,748,0.000000,0.0000,0.0000,0.00,0.05
1600.00,1,C,1,0.000000,1.0000,0.0000,5916.30,5936.10
1600.00,1,P,3072,0.000000,0.0000,0.0000,0.00,0.05
1800.00,1,P,2095,0.000000,0.0000,0.0000,0.00,0.05
2000.00,1,C,82,0.000000,1.0000,7.7705,5516.60,5536.30
2000.00,1,P,10527,0.000000,0.0000,8.1577,0.00,0.05
2200.00,1,C,1431,0.000000,1.0000,0.0000,5315.70,5336.30
2200.00,1,P,4360,0.000000,0.0000,7.9048,0.00,0.05
2400.00,1,C,1,0.000000,1.0000,0.0000,5115.40,5136.40
2400.00,1,P,1452,0.000000,0.0000,7.3586,0.00,0.05
2500.00,1,C,1,0.000000,1.0000,0.0000,5016.60,5036.40
2500.00,1,P,16485,0.000000,0.0000,7.1026,0.00,0.05
2600.00,1,P,756,0.000000,0.0000,6.8567,0.00,0.05
2700.00,1,P,1111,0.000000,0.0000,6.6201,0.00,0.05
2800.00,1,P,1396,0.000000,0.0000,6.3923,0.00,0.05
2900.00,1,P,2185,0.000000,0.0000,6.1725,0.00,0.05
3000.00,1,C,226,0.000000,1.0000,0.0000,4515.60,4536.60
3000.00,1,P,7466,0.000000,0.0000,5.9601,0.00,0.05
3100.00,1,P,1984,0.000000,0.0000,5.7547,0.00,0.05
3200.00,1,C,34,0.000000,1.0000,0.0000,4317.10,4336.60
3200.00,1,P,2718,0.000000,0.0000,5.5559,0.00,0.05
3300.00,1,P,8068,0.000000,0.0000,5.3631,0.00,0.05
3400.00,1,C,13,0.000000,0.9999,0.0000,4116.90,4136.70
3400.00,1,P,4779,0.000000,-0.0001,5.1761,0.00,0.05
3500.00,1,P,7153,0.000000,-0.0001,4.9944,0.00,0.05
3600.00,1,P,5245,0.000000,-0.0001,4.8178,0.00,0.05
