# spot,18.4100,ts,2026-06-26 23:01:46
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,26,C,4008,0.002100,0.9938,0.0000,8.90,9.20
10.00,26,P,85,0.002100,-0.0034,1.0314,0.00,0.02
10.50,26,C,5,0.002500,0.9932,0.0000,8.45,8.75
10.50,26,P,26,0.002500,-0.0039,0.9607,0.00,0.02
11.00,26,C,72,0.003100,0.9925,0.0000,7.90,8.20
11.00,26,P,11,0.003100,-0.0046,0.8932,0.00,0.02
11.50,26,C,3,0.003800,0.9917,0.0000,7.40,7.70
11.50,26,P,9,0.003800,-0.0055,0.8284,0.00,0.02
12.00,26,C,2173,0.004800,0.9906,0.0000,6.95,7.25
12.00,26,P,2230,0.004800,-0.0066,0.7062,0.00,0.01
12.50,26,C,18,0.006100,0.9891,0.0000,6.40,6.70
12.50,26,P,231,0.006100,-0.0081,0.8829,0.00,0.04
13.00,26,C,1153,0.007800,0.9871,0.0000,5.95,6.25
13.00,26,P,3660,0.007800,-0.0100,0.8135,0.00,0.04
13.50,26,C,61,0.010400,0.9842,0.0000,5.45,5.75
13.50,26,P,1729,0.010400,-0.0130,0.7607,0.00,0.02
14.00,26,C,5480,0.014300,0.9794,0.0000,4.95,5.25
14.00,26,P,10445,0.014300,-0.0177,0.6809,0.00,0.03
14.50,26,C,103,0.020400,0.9713,0.0000,4.45,4.75
14.50,26,P,3092,0.020400,-0.0259,0.6530,0.01,0.05
15.00,26,C,5822,0.029700,0.9576,0.0000,3.95,4.25
15.00,26,P,60601,0.029700,-0.0396,0.6428,0.04,0.08
15.50,26,C,536,0.042300,0.9360,0.5256,3.55,3.85
15.50,26,P,41053,0.042300,-0.0612,0.6110,0.06,0.13
16.00,26,C,1705,0.057800,0.9039,0.5646,3.15,3.35
16.00,26,P,177921,0.057800,-0.0932,0.6046,0.13,0.19
16.50,26,C,703,0.074400,0.8548,0.5616,2.78,2.97
16.50,26,P,53064,0.074400,-0.1424,0.6449,0.25,0.33
17.00,26,C,4500,0.086500,0.7923,0.6522,2.42,2.71
17.00,26,P,112943,0.086500,-0.2048,0.6616,0.42,0.50
17.50,26,C,2580,0.093700,0.7313,0.6817,2.17,2.38
17.50,26,P,33370,0.093700,-0.2659,0.6758,0.62,0.74
18.00,26,C,9757,0.097800,0.6736,0.6818,1.96,2.15
18.00,26,P,103015,0.097800,-0.3236,0.7073,0.86,0.98
18.50,26,C,16185,0.099400,0.6188,0.7261,1.74,1.91
18.50,26,P,30833,0.099400,-0.3784,0.7303,1.14,1.29
19.00,26,C,34296,0.098500,0.5674,0.7978,1.58,1.74
19.00,26,P,107671,0.098500,-0.4297,0.7701,1.45,1.62
19.50,26,C,16557,0.095800,0.5205,0.8320,1.41,1.57
19.50,26,P,29922,0.095800,-0.4767,0.8177,1.80,1.95
20.00,26,C,123503,0.092000,0.4782,0.8201,1.30,1.41
20.00,26,P,107394,0.092000,-0.5189,0.8262,2.15,2.30
20.50,26,C,53947,0.087900,0.4403,0.8743,1.16,1.28
20.50,26,P,50946,0.087900,-0.5568,0.8588,2.55,2.67
21.00,26,C,76384,0.083600,0.4062,0.9126,1.07,1.19
21.00,26,P,60363,0.083600,-0.5910,0.9001,2.92,3.10
21.50,26,C,25472,0.079300,0.3754,0.9255,0.97,1.10
21.50,26,P,21058,0.079300,-0.6218,0.9444,3.30,3.50
22.00,26,C,111717,0.075100,0.3476,0.9359,0.91,1.00
22.00,26,P,57965,0.075100,-0.6495,0.9642,3.75,3.95
22.50,26,C,30419,0.071000,0.3225,0.9803,0.83,0.95
22.50,26,P,174,0.071000,-0.6746,1.0181,4.15,4.35
23.00,26,C,68777,0.067100,0.2999,1.0287,0.77,0.88
23.00,26,P,20052,0.067100,-0.6972,1.0124,4.60,4.80
23.50,26,C,36773,0.063400,0.2795,1.0563,0.71,0.77
23.50,26,P,130,0.063400,-0.7176,1.0432,5.05,5.25
24.00,26,C,106018,0.059900,0.2612,1.0616,0.67,0.78
24.00,26,P,16495,0.059900,-0.7360,1.0848,5.50,5.70
24.50,26,C,13082,0.056600,0.2446,1.0740,0.62,0.75
24.50,26,P,37,0.056600,-0.7525,1.1083,5.95,6.15
25.00,26,C,268216,0.053600,0.2298,1.1079,0.60,0.70
25.00,26,P,38393,0.053600,-0.7674,1.1282,6.40,6.60
26.00,26,C,39028,0.048000,0.2042,1.1474,0.51,0.63
26.00,26,P,1709,0.048000,-0.7930,1.2080,7.30,7.55
27.00,26,C,60901,0.043300,0.1833,1.2332,0.44,0.57
27.00,26,P,1446,0.043300,-0.8139,1.2096,8.25,8.50
28.00,26,C,107613,0.039200,0.1660,1.1934,0.39,0.52
28.00,26,P,1224,0.039200,-0.8312,1.2535,9.20,9.45
29.00,26,C,19482,0.035700,0.1514,1.2314,0.36,0.48
29.00,26,P,1821,0.035700,-0.8457,1.2686,10.15,10.40
30.00,26,C,150563,0.032600,0.1391,1.3522,0.37,0.44
30.00,26,P,702,0.032600,-0.8581,1.3181,11.10,11.35
31.00,26,C,44981,0.030000,0.1284,1.3007,0.30,0.42
31.00,26,P,550,0.030000,-0.8688,1.3389,12.10,12.35
32.00,26,C,27301,0.027700,0.1191,1.4158,0.27,0.38
