# spot,15.1500,ts,2026-08-07 01:28:51
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,12,C,4138,0.002600,0.9957,0.0000,7.15,7.35
10.00,12,P,878,0.002600,-0.0031,1.1677,0.00,0.01
10.50,12,C,19,0.003600,0.9946,0.0000,6.65,6.85
10.50,12,P,2,0.003600,-0.0042,1.0716,0.00,0.01
11.00,12,C,41,0.005000,0.9932,0.0000,6.15,6.35
11.00,12,P,83,0.005000,-0.0056,1.0653,0.00,0.02
11.50,12,C,10,0.006700,0.9915,0.0000,5.65,5.85
11.50,12,P,234,0.006700,-0.0073,0.9705,0.00,0.02
12.00,12,C,2140,0.009100,0.9894,0.0000,5.15,5.35
12.00,12,P,1476,0.009100,-0.0095,0.8792,0.00,0.01
12.50,12,C,58,0.012300,0.9866,0.0000,4.65,4.85
12.50,12,P,159,0.012300,-0.0122,0.7910,0.00,0.02
13.00,12,C,2481,0.016800,0.9829,0.0000,4.15,4.35
13.00,12,P,2639,0.016800,-0.0159,0.7823,0.00,0.03
13.50,12,C,1076,0.023300,0.9778,0.0000,3.65,3.85
13.50,12,P,1996,0.023300,-0.0210,0.7187,0.00,0.02
14.00,12,C,1141,0.033500,0.9697,0.0000,3.15,3.35
14.00,12,P,4400,0.033500,-0.0291,0.6280,0.00,0.02
14.50,12,C,1064,0.051500,0.9536,0.5117,2.70,2.88
14.50,12,P,12454,0.051500,-0.0452,0.5178,0.02,0.04
15.00,12,C,7604,0.083400,0.9161,0.5423,2.24,2.42
15.00,12,P,43491,0.083400,-0.0827,0.5882,0.02,0.14
15.50,12,C,932,0.122000,0.8428,0.5788,1.83,2.00
15.50,12,P,53125,0.122000,-0.1560,0.6092,0.10,0.23
16.00,12,C,2853,0.149200,0.7535,0.6298,1.49,1.65
16.00,12,P,170486,0.149200,-0.2453,0.6530,0.25,0.39
16.50,12,C,1619,0.162400,0.6610,0.6764,1.20,1.37
16.50,12,P,104373,0.162400,-0.3378,0.7011,0.46,0.62
17.00,12,C,7981,0.162500,0.5728,0.7371,0.99,1.16
17.00,12,P,122960,0.162500,-0.4260,0.7684,0.77,0.91
17.50,12,C,5086,0.153800,0.4953,0.7985,0.84,0.99
17.50,12,P,85561,0.153800,-0.5035,0.8180,1.08,1.25
18.00,12,C,46873,0.141200,0.4306,0.8577,0.71,0.87
18.00,12,P,128398,0.141200,-0.5683,0.8820,1.46,1.63
18.50,12,C,62928,0.127900,0.3774,0.9180,0.62,0.77
18.50,12,P,81334,0.127900,-0.6214,0.9395,1.86,2.03
19.00,12,C,51305,0.115300,0.3338,0.9769,0.55,0.69
19.00,12,P,93957,0.115300,-0.6650,1.0042,2.29,2.46
19.50,12,C,42443,0.104000,0.2977,1.0345,0.49,0.63
19.50,12,P,53238,0.104000,-0.7011,1.0635,2.73,2.90
20.00,12,C,190790,0.093900,0.2675,1.0894,0.44,0.58
20.00,12,P,101447,0.093900,-0.7313,1.1063,3.15,3.35
20.50,12,C,13173,0.085200,0.2421,1.1440,0.41,0.53
20.50,12,P,1539,0.085200,-0.7567,1.1525,3.60,3.80
21.00,12,C,153978,0.077500,0.2204,1.1850,0.36,0.49
21.00,12,P,82131,0.077500,-0.7784,1.2156,4.05,4.30
21.50,12,C,16295,0.070800,0.2018,1.2341,0.33,0.46
21.50,12,P,1079,0.070800,-0.7970,1.2724,4.55,4.75
22.00,12,C,173040,0.064900,0.1857,1.2768,0.30,0.43
22.00,12,P,55704,0.064900,-0.8131,1.2946,5.00,5.20
22.50,12,C,32735,0.059700,0.1716,1.3133,0.27,0.40
22.50,12,P,692,0.059700,-0.8272,1.3692,5.50,5.70
23.00,12,C,166889,0.055200,0.1593,1.3634,0.26,0.38
23.00,12,P,24128,0.055200,-0.8395,1.3782,5.95,6.15
23.50,12,C,29867,0.051100,0.1484,1.4027,0.24,0.36
23.50,12,P,460,0.051100,-0.8504,1.4457,6.45,6.65
24.00,12,C,189443,0.047500,0.1387,1.4378,0.22,0.34
24.00,12,P,15781,0.047500,-0.8601,1.4768,6.90,7.15
24.50,12,C,2919,0.044300,0.1300,1.4836,0.21,0.33
24.50,12,P,54,0.044300,-0.8688,1.5031,7.40,7.60
25.00,12,C,188682,0.041400,0.1222,1.5265,0.20,0.32
25.00,12,P,18654,0.041400,-0.8766,1.5627,7.90,8.10
26.00,12,C,127610,0.036400,0.1087,1.5875,0.17,0.29
26.00,12,P,1480,0.036400,-0.8901,1.6371,8.85,9.10
27.00,12,C,58407,0.032300,0.0975,1.6449,0.15,0.26
27.00,12,P,231,0.032300,-0.9013,1.7010,9.85,10.05
28.00,12,C,97311,0.028900,0.0880,1.7010,0.13,0.24
28.00,12,P,910,0.028900,-0.9108,1.7546,10.80,11.05
29.00,12,C,95801,0.026000,0.0799,1.7695,0.12,0.23
29.00,12,P,691,0.026000,-0.9189,1.7981,11.80,12.00
30.00,12,C,171256,0.023500,0.0729,1.8087,0.10,0.21
30.00,12,P,619,0.023500,-0.9259,1.8861,12.80,13.00
