# spot,16.4100,ts,2026-06-16 23:20:46
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,1,C,3848,0.001500,0.9988,7.2014,5.90,6.65
10.00,1,P,233,0.001500,-0.0012,6.2697,0.00,0.01
10.50,1,C,15,0.002000,0.9985,6.5924,5.40,6.15
10.50,1,P,8,0.002000,-0.0015,6.1078,0.00,0.01
11.00,1,C,56,0.002700,0.9981,6.0079,4.90,5.65
11.00,1,P,174,0.002700,-0.0019,5.5574,0.00,0.01
11.50,1,P,205,0.003700,-0.0025,5.1010,0.00,0.01
12.00,1,C,904,0.005300,0.9967,4.8992,3.90,4.65
12.00,1,P,1355,0.005300,-0.0033,4.7121,0.00,0.01
12.50,1,C,12,0.007900,0.9955,4.4744,3.40,4.15
12.50,1,P,129,0.007900,-0.0045,4.5208,0.00,0.01
13.00,1,C,979,0.012000,0.9936,3.9493,2.93,3.65
13.00,1,P,7215,0.012000,-0.0064,2.2464,0.00,0.01
13.50,1,C,593,0.019200,0.9906,3.3906,2.49,3.15
13.50,1,P,721,0.019200,-0.0094,3.2983,0.00,0.01
14.00,1,C,500,0.032400,0.9854,3.0380,1.99,2.64
14.00,1,P,11433,0.032400,-0.0146,1.8692,0.00,0.01
14.50,1,C,357,0.058400,0.9761,0.0000,1.49,2.08
14.50,1,P,4640,0.058400,-0.0239,1.2539,0.00,0.01
15.00,1,C,2919,0.116700,0.9569,0.0000,1.28,1.37
15.00,1,P,75543,0.116700,-0.0431,1.0440,0.01,0.02
15.50,1,C,927,0.279000,0.8999,2.2426,0.81,0.89
15.50,1,P,26501,0.279000,-0.1001,1.2412,0.02,0.05
16.00,1,C,5227,0.601000,0.6876,1.0069,0.41,0.47
16.00,1,P,123070,0.601000,-0.3124,0.7287,0.10,0.16
16.50,1,C,14047,0.567400,0.3771,0.8679,0.15,0.20
16.50,1,P,84856,0.567400,-0.6229,1.8498,0.32,0.41
17.00,1,C,40150,0.340700,0.2040,0.9730,0.05,0.09
17.00,1,P,130919,0.340700,-0.7960,0.0000,0.72,0.82
17.50,1,C,50140,0.199900,0.1100,1.1270,0.01,0.05
