# spot,16.2000,ts,2026-06-15 23:42:47
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,2,C,3848,0.003600,0.9962,0.0000,5.90,6.25
10.00,2,P,232,0.003600,-0.0036,2.8472,0.00,0.01
10.50,2,C,15,0.004400,0.9957,0.0000,5.40,5.75
10.50,2,P,8,0.004400,-0.0041,2.5825,0.00,0.01
11.00,2,C,56,0.005500,0.9951,0.0000,4.90,5.25
11.00,2,P,174,0.005500,-0.0047,2.3287,0.00,0.01
11.50,2,P,205,0.007000,-0.0055,2.0847,0.00,0.01
12.00,2,C,904,0.009000,0.9934,0.0000,3.90,4.25
12.00,2,P,1355,0.009000,-0.0064,1.8494,0.00,0.01
12.50,2,C,12,0.011900,0.9922,0.0000,3.40,3.75
12.50,2,P,129,0.011900,-0.0076,1.6215,0.00,0.01
13.00,2,C,978,0.016200,0.9905,0.0000,2.93,3.25
13.00,2,P,7212,0.016200,-0.0093,1.4002,0.00,0.01
13.50,2,C,593,0.023500,0.9878,0.0000,2.41,2.73
13.50,2,P,721,0.023500,-0.0119,1.9344,0.00,0.01
14.00,2,C,500,0.037400,0.9828,0.0000,1.92,2.24
14.00,2,P,11502,0.037400,-0.0169,1.4366,0.00,0.02
14.50,2,C,357,0.071600,0.9694,0.0000,1.60,1.67
14.50,2,P,4617,0.071600,-0.0304,0.8517,0.00,0.02
15.00,2,C,2903,0.165500,0.9229,0.0000,1.12,1.19
15.00,2,P,73181,0.165500,-0.0768,0.7181,0.01,0.04
15.50,2,C,581,0.331400,0.7994,0.0000,0.70,0.76
15.50,2,P,23765,0.331400,-0.2004,0.7299,0.08,0.13
16.00,2,C,2611,0.453300,0.5915,0.6389,0.41,0.45
16.00,2,P,107307,0.453300,-0.4083,0.9664,0.26,0.33
16.50,2,C,729,0.401700,0.3783,0.8469,0.23,0.27
16.50,2,P,82548,0.401700,-0.6214,0.7138,0.57,0.64
17.00,2,C,12414,0.286400,0.2398,0.9026,0.12,0.17
17.00,2,P,139402,0.286400,-0.7599,0.0000,0.98,1.06
17.50,2,C,41493,0.197600,0.1639,1.1572,0.08,0.13
17.50,2,P,116318,0.197600,-0.8358,0.0000,1.44,1.52
18.00,2,C,54241,0.141600,0.1221,1.4739,0.06,0.10
18.00,2,P,153401,0.141600,-0.8777,0.0000,1.91,1.99
18.50,2,C,32794,0.106400,0.0967,1.3159,0.04,0.08
18.50,2,P,60484,0.106400,-0.9031,0.0000,2.40,2.48
19.00,2,C,80994,0.083100,0.0795,2.1113,0.03,0.06
19.00,2,P,117024,0.083100,-0.9203,0.0000,2.89,2.97
19.50,2,C,48040,0.066800,0.0670,1.7699,0.03,0.07
19.50,2,P,35866,0.066800,-0.9328,0.0000,3.35,3.50
20.00,2,C,139236,0.055000,0.0575,2.2055,0.05,0.06
20.00,2,P,117419,0.055000,-0.9423,0.0000,3.85,3.95
20.50,2,C,47243,0.046000,0.0500,2.2336,0.02,0.06
20.50,2,P,63061,0.046000,-0.9498,0.0000,4.35,4.45
21.00,2,C,157126,0.039100,0.0440,1.9878,0.02,0.05
21.00,2,P,155891,0.039100,-0.9558,0.0000,4.85,4.95
21.50,2,C,31749,0.033700,0.0391,2.0598,0.01,0.04
21.50,2,P,27560,0.033700,-0.9607,0.0000,5.35,5.45
22.00,2,C,199155,0.029300,0.0350,3.0013,0.02,0.04
22.00,2,P,67154,0.029300,-0.9647,0.0000,5.85,5.95
22.50,2,C,29017,0.025800,0.0316,4.5384,0.01,0.04
22.50,2,P,5104,0.025800,-0.9681,0.0000,6.35,6.45
23.00,2,C,175807,0.022800,0.0287,2.5394,0.02,0.05
23.00,2,P,42463,0.022800,-0.9710,0.0000,6.75,7.00
23.50,2,C,22190,0.020400,0.0262,3.2122,0.01,0.07
23.50,2,P,7464,0.020400,-0.9735,0.0000,7.20,7.65
24.00,2,C,109004,0.018300,0.0241,3.6830,0.02,0.05
24.00,2,P,38921,0.018300,-0.9757,0.0000,7.75,8.10
24.50,2,C,17794,0.016500,0.0222,3.3483,0.01,0.06
24.50,2,P,52,0.016500,-0.9775,0.0000,8.20,8.70
25.00,2,C,284319,0.015000,0.0206,3.3694,0.01,0.05
25.00,2,P,10564,0.015000,-0.9792,3.0603,8.80,9.15
26.00,2,C,42283,0.012600,0.0178,3.2490,0.00,0.05
