# spot,17.2800,ts,2026-06-22 23:15:48
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,30,C,4009,0.003600,0.9904,1.0476,8.30,8.60
10.00,30,P,85,0.003600,-0.0062,0.9072,0.00,0.02
10.50,30,C,5,0.004300,0.9896,0.0000,7.80,8.10
10.50,30,P,26,0.004300,-0.0070,0.8410,0.00,0.02
11.00,30,C,72,0.005200,0.9886,0.8838,7.30,7.60
11.00,30,P,11,0.005200,-0.0079,0.7777,0.00,0.02
11.50,30,C,3,0.006300,0.9874,0.0000,6.80,7.10
11.50,30,P,9,0.006300,-0.0092,0.7170,0.00,0.02
12.00,30,C,2174,0.007900,0.9857,0.7346,6.30,6.60
12.00,30,P,2144,0.007900,-0.0109,0.8250,0.00,0.02
12.50,30,C,18,0.010000,0.9832,0.0000,5.80,6.10
12.50,30,P,231,0.010000,-0.0134,0.7857,0.00,0.03
13.00,30,C,1154,0.013200,0.9795,0.6878,5.35,5.60
13.00,30,P,3660,0.013200,-0.0170,0.7055,0.00,0.03
13.50,30,C,57,0.017700,0.9739,0.6790,4.90,5.05
13.50,30,P,1733,0.017700,-0.0226,0.6752,0.00,0.04
14.00,30,C,5479,0.024600,0.9649,0.0000,4.45,4.55
14.00,30,P,10386,0.024600,-0.0317,0.5542,0.02,0.03
14.50,30,C,102,0.036100,0.9465,0.4910,3.95,4.05
14.50,30,P,3091,0.036100,-0.0500,0.5170,0.05,0.08
15.00,30,C,5710,0.051600,0.9141,0.4780,3.50,3.65
15.00,30,P,65365,0.051600,-0.0824,0.5615,0.11,0.13
15.50,30,C,536,0.067700,0.8706,0.5410,3.10,3.20
15.50,30,P,39325,0.067700,-0.1259,0.5839,0.19,0.23
16.00,30,C,1740,0.081500,0.8163,0.6437,2.79,2.84
16.00,30,P,139415,0.081500,-0.1803,0.6202,0.33,0.37
16.50,30,C,693,0.090600,0.7558,0.6484,2.48,2.53
16.50,30,P,40524,0.090600,-0.2408,0.6536,0.52,0.56
17.00,30,C,4704,0.095000,0.6960,0.6886,2.21,2.27
17.00,30,P,99232,0.095000,-0.3006,0.6915,0.75,0.80
17.50,30,C,2544,0.096200,0.6400,0.7287,1.99,2.05
17.50,30,P,25937,0.096200,-0.3566,0.7323,1.02,1.08
18.00,30,C,8172,0.095200,0.5887,0.7638,1.79,1.86
18.00,30,P,98383,0.095200,-0.4078,0.7681,1.33,1.38
18.50,30,C,14759,0.092800,0.5422,0.7992,1.63,1.69
18.50,30,P,27956,0.092800,-0.4543,0.8066,1.66,1.72
19.00,30,C,21860,0.089600,0.5003,0.8321,1.49,1.55
19.00,30,P,75817,0.089600,-0.4962,0.8403,2.02,2.07
19.50,30,C,5306,0.085900,0.4626,0.8666,1.37,1.42
19.50,30,P,21445,0.085900,-0.5339,0.8709,2.39,2.45
20.00,30,C,128259,0.082000,0.4287,0.9021,1.26,1.32
20.00,30,P,107608,0.082000,-0.5678,0.9073,2.78,2.84
20.50,30,C,44553,0.078100,0.3983,0.9301,1.17,1.22
20.50,30,P,49876,0.078100,-0.5983,0.9362,3.15,3.25
21.00,30,C,68875,0.074200,0.3709,0.9588,1.09,1.15
21.00,30,P,60858,0.074200,-0.6256,0.9709,3.60,3.70
21.50,30,C,25416,0.070400,0.3464,0.9919,1.01,1.07
21.50,30,P,21029,0.070400,-0.6501,1.0000,4.00,4.10
22.00,30,C,98805,0.066800,0.3244,1.0173,0.95,1.00
22.00,30,P,57964,0.066800,-0.6721,1.0240,4.45,4.55
22.50,30,C,20054,0.063300,0.3046,1.0435,0.89,0.95
22.50,30,P,174,0.063300,-0.6919,1.0567,4.90,5.00
23.00,30,C,60786,0.060100,0.2868,1.0682,0.84,0.89
23.00,30,P,20021,0.060100,-0.7097,1.0716,5.35,5.45
23.50,30,C,29305,0.057000,0.2708,1.0949,0.80,0.85
23.50,30,P,126,0.057000,-0.7258,1.0965,5.80,5.90
24.00,30,C,103309,0.054200,0.2562,1.1182,0.75,0.80
24.00,30,P,16479,0.054200,-0.7403,1.1327,6.25,6.35
24.50,30,C,12514,0.051500,0.2431,1.1446,0.72,0.77
24.50,30,P,35,0.051500,-0.7535,1.1514,6.70,6.80
25.00,30,C,222820,0.049100,0.2311,1.1682,0.68,0.73
25.00,30,P,38383,0.049100,-0.7654,1.1825,7.15,7.25
26.00,30,C,29832,0.044600,0.2102,1.2144,0.62,0.67
26.00,30,P,1709,0.044600,-0.7863,1.1365,8.10,8.20
