# spot,14.3200,ts,2026-09-03 23:44:47
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,13,C,3980,0.004200,0.9940,1.3478,6.05,6.25
10.00,13,P,268,0.004200,-0.0044,1.0328,0.00,0.01
10.50,13,C,240,0.005800,0.9927,1.2223,5.50,5.75
10.50,13,P,2,0.005800,-0.0058,0.9362,0.00,0.01
11.00,13,C,365,0.007900,0.9909,1.1023,5.00,5.25
11.00,13,P,23,0.007900,-0.0075,0.8436,0.00,0.01
11.50,13,C,22,0.010800,0.9887,0.9872,4.50,4.75
11.50,13,P,2021,0.010800,-0.0098,0.8244,0.00,0.02
12.00,13,C,2134,0.014900,0.9858,0.8764,4.05,4.25
12.00,13,P,576,0.014900,-0.0127,0.7764,0.00,0.02
12.50,13,C,44,0.020900,0.9816,0.7695,3.50,3.80
12.50,13,P,120,0.020900,-0.0168,0.6824,0.00,0.02
13.00,13,C,2269,0.030800,0.9749,0.7218,3.05,3.30
13.00,13,P,4572,0.030800,-0.0235,0.5909,0.00,0.02
13.50,13,C,402,0.048000,0.9626,0.6302,0.91,2.78
13.50,13,P,1046,0.048000,-0.0358,0.5270,0.00,0.03
14.00,13,C,2206,0.078400,0.9391,0.5598,2.15,2.30
14.00,13,P,34457,0.078400,-0.0594,0.4719,0.02,0.04
14.50,13,C,1725,0.129000,0.8910,0.5204,1.70,1.84
14.50,13,P,20659,0.129000,-0.1074,0.4550,0.05,0.08
15.00,13,C,8021,0.187800,0.7896,0.6735,1.28,1.48
15.00,13,P,85294,0.187800,-0.2088,0.4925,0.16,0.20
15.50,13,C,2625,0.215000,0.6651,0.5773,1.00,1.09
15.50,13,P,98139,0.215000,-0.3333,0.5490,0.35,0.39
16.00,13,C,32089,0.206300,0.5491,0.6422,0.80,0.89
16.00,13,P,252300,0.206300,-0.4494,0.6211,0.64,0.70
16.50,13,C,40907,0.183000,0.4583,0.7180,0.66,0.73
16.50,13,P,84467,0.183000,-0.5401,0.6933,1.00,1.08
17.00,13,C,53778,0.159400,0.3898,0.7892,0.57,0.61
17.00,13,P,280563,0.159400,-0.6086,0.7687,1.40,1.48
17.50,13,C,56274,0.138800,0.3373,0.8712,0.51,0.57
17.50,13,P,99011,0.138800,-0.6611,0.8458,1.82,1.91
18.00,13,C,154141,0.121600,0.2961,0.9451,0.46,0.51
18.00,13,P,165283,0.121600,-0.7024,0.9141,2.28,2.36
18.50,13,C,72511,0.107300,0.2628,1.0252,0.42,0.48
18.50,13,P,61317,0.107300,-0.7357,0.9882,2.73,2.82
19.00,13,C,124594,0.095500,0.2353,1.0845,0.38,0.43
19.00,13,P,156050,0.095500,-0.7631,1.0733,3.20,3.30
19.50,13,C,24016,0.085500,0.2122,1.2758,0.35,0.40
19.50,13,P,24758,0.085500,-0.7862,1.0817,3.65,3.75
20.00,13,C,346362,0.077100,0.1926,1.1975,0.32,0.36
20.00,13,P,158927,0.077100,-0.8059,1.2285,4.10,4.25
20.50,13,C,17614,0.069800,0.1756,1.3871,0.29,0.35
20.50,13,P,5306,0.069800,-0.8228,1.2511,4.60,4.75
21.00,13,C,145058,0.063600,0.1609,1.2800,0.27,0.32
21.00,13,P,18628,0.063600,-0.8375,1.3301,5.05,5.20
21.50,13,C,9984,0.058100,0.1481,1.4787,0.24,0.29
21.50,13,P,3433,0.058100,-0.8503,1.3370,5.55,5.70
22.00,13,C,160727,0.053400,0.1368,1.5259,0.23,0.27
22.00,13,P,42021,0.053400,-0.8616,1.4079,6.00,6.15
22.50,13,C,8536,0.049200,0.1268,1.3990,0.20,0.25
22.50,13,P,74,0.049200,-0.8717,1.3991,6.50,6.65
23.00,13,C,157424,0.045500,0.1179,1.4369,0.19,0.24
23.00,13,P,9946,0.045500,-0.8806,1.4633,6.95,7.10
23.50,13,C,12809,0.042200,0.1099,1.4707,0.17,0.22
23.50,13,P,676,0.042200,-0.8885,1.3884,7.45,7.60
24.00,13,C,234450,0.039200,0.1028,1.5099,0.17,0.21
24.00,13,P,13365,0.039200,-0.8957,1.5418,7.95,8.10
24.50,13,C,4787,0.036600,0.0963,1.5362,0.15,0.18
24.50,13,P,26,0.036600,-0.9021,1.5018,8.35,8.60
25.00,13,C,299744,0.034200,0.0905,1.5688,0.14,0.17
25.00,13,P,7423,0.034200,-0.9080,1.5560,8.85,9.10
26.00,13,C,29550,0.030000,0.0803,1.6368,0.12,0.17
26.00,13,P,1821,0.030000,-0.9181,1.6602,9.90,10.05
27.00,13,C,38752,0.026600,0.0718,1.6954,0.12,0.15
27.00,13,P,189,0.026600,-0.9266,1.7004,10.80,11.05
28.00,13,C,89937,0.023800,0.0647,1.7580,0.10,0.14
28.00,13,P,132,0.023800,-0.9338,1.7269,11.75,12.05
29.00,13,C,35446,0.021400,0.0586,1.7993,0.08,0.13
29.00,13,P,1099,0.021400,-0.9399,1.8142,12.85,13.00
30.00,13,C,192318,0.019300,0.0533,1.8929,0.10,0.11
30.00,13,P,4438,0.019300,-0.9451,1.8979,13.85,14.00
31.00,13,C,28988,0.017500,0.0488,1.9054,0.07,0.11
31.00,13,P,40,0.017500,-0.9497,1.9783,14.85,15.00
32.00,13,C,35796,0.016000,0.0448,1.9412,0.06,0.11
32.00,13,P,7,0.016000,-0.9536,1.9758,15.75,16.00
33.00,13,C,33889,0.014600,0.0413,1.9703,0.05,0.10
33.00,13,P,29,0.014600,-0.9571,1.9556,16.70,17.05
34.00,13,C,18921,0.013500,0.0382,2.0136,0.05,0.09
34.00,13,P,14,0.013500,-0.9602,2.0260,17.80,18.00
35.00,13,C,178336,0.012400,0.0355,2.0529,0.04,0.09
35.00,13,P,591,0.012400,-0.9629,2.0941,18.80,19.00
36.00,13,C,29810,0.011500,0.0331,2.0882,0.04,0.08
36.00,13,P,70,0.011500,-0.9654,2.1602,19.80,20.00
37.00,13,C,39158,0.010700,0.0309,2.1446,0.04,0.08
37.00,13,P,9,0.010700,-0.9675,2.2245,20.80,20.95
38.00,13,C,17200,0.010000,0.0290,2.1466,0.03,0.07
38.00,13,P,79,0.010000,-0.9695,2.2869,21.75,21.95
39.00,13,C,1468,0.009300,0.0272,2.1986,0.03,0.07
39.00,13,P,50,0.009300,-0.9712,2.3477,22.80,22.95
40.00,13,C,110323,0.008700,0.0256,2.2195,0.04,0.06
40.00,13,P,36,0.008700,-0.9728,2.2890,23.70,23.95
42.50,13,C,44119,0.007500,0.0223,2.3053,0.02,0.06
42.50,13,P,430,0.007500,-0.9762,2.4307,26.25,26.45
45.00,13,C,72309,0.006500,0.0196,2.3388,0.03,0.04
45.00,13,P,304,0.006500,-0.9788,2.4152,28.75,29.00
47.50,13,C,20653,0.005700,0.0175,2.4390,0.01,0.05
47.50,13,P,79,0.005700,-0.9810,2.5447,31.25,31.50
50.00,13,C,100089,0.005100,0.0157,2.3754,0.00,0.04
50.00,13,P,23,0.005100,-0.9827,2.6678,33.75,33.95
55.00,13,C,75244,0.004200,0.0131,2.6035,0.01,0.04
55.00,13,P,1,0.004200,-0.9854,2.8976,38.70,38.90
60.00,13,C,91296,0.003500,0.0112,2.8114,0.01,0.04
60.00,13,P,16,0.003500,-0.9872,2.9356,43.65,43.90
65.00,13,C,55778,0.003000,0.0099,3.1315,0.01,0.02
70.00,13,C,105544,0.002600,0.0089,2.9492,0.00,0.03
75.00,13,C,33717,0.002400,0.0081,2.8667,0.00,0.02
80.00,13,C,37637,0.002200,0.0075,3.1697,0.00,0.03
