# spot,17.1600,ts,2026-07-13 22:51:46
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,9,C,4008,0.002700,0.9953,0.0000,7.65,7.90
10.00,9,P,86,0.002700,-0.0036,1.4763,0.00,0.01
10.50,9,C,5,0.003200,0.9949,0.0000,7.15,7.45
10.50,9,P,26,0.003200,-0.0041,1.3616,0.00,0.01
11.00,9,C,64,0.003800,0.9944,0.0000,6.65,6.95
11.00,9,P,11,0.003800,-0.0046,1.3595,0.00,0.02
11.50,9,C,3,0.004700,0.9938,0.0000,6.15,6.45
11.50,9,P,9,0.004700,-0.0052,1.2466,0.00,0.02
12.00,9,C,2176,0.005700,0.9930,0.0000,5.65,5.95
12.00,9,P,2221,0.005700,-0.0059,1.0455,0.00,0.01
12.50,9,C,18,0.007100,0.9921,0.0000,5.15,5.45
12.50,9,P,231,0.007100,-0.0069,1.3787,0.00,0.03
13.00,9,C,944,0.009200,0.9906,1.4863,4.65,4.95
13.00,9,P,3662,0.009200,-0.0083,0.8535,0.00,0.01
13.50,9,C,221,0.012800,0.9880,2.2467,4.15,4.40
13.50,9,P,1744,0.012800,-0.0110,0.7621,0.00,0.01
14.00,9,C,5481,0.019800,0.9820,2.8019,3.65,4.00
14.00,9,P,10468,0.019800,-0.0169,1.1827,0.00,0.02
14.50,9,C,178,0.032800,0.9694,3.0156,3.30,3.40
14.50,9,P,3116,0.032800,-0.0295,0.8151,0.02,0.03
15.00,9,C,7582,0.053700,0.9460,0.0000,2.83,2.90
15.00,9,P,65922,0.053700,-0.0529,0.7055,0.03,0.06
15.50,9,C,1679,0.083300,0.9032,2.9701,2.39,2.46
15.50,9,P,67961,0.083300,-0.0957,0.6554,0.08,0.11
16.00,9,C,3017,0.114400,0.8328,0.8243,1.99,2.07
16.00,9,P,183259,0.114400,-0.1661,0.7930,0.18,0.22
16.50,9,C,1697,0.135000,0.7487,0.6423,1.66,1.74
16.50,9,P,78795,0.135000,-0.2502,0.8526,0.35,0.42
17.00,9,C,22069,0.143600,0.6637,0.9113,1.40,1.45
17.00,9,P,141185,0.143600,-0.3352,1.0391,0.58,0.64
17.50,9,C,19256,0.143800,0.5850,1.0843,1.16,1.25
17.50,9,P,49792,0.143800,-0.4140,1.5533,0.86,0.93
18.00,9,C,37485,0.138900,0.5145,0.6626,0.99,1.07
18.00,9,P,113769,0.138900,-0.4844,1.8985,1.17,1.25
18.50,9,C,33808,0.131200,0.4526,1.5133,0.86,0.92
18.50,9,P,47455,0.131200,-0.5463,0.9934,1.53,1.60
19.00,9,C,61188,0.122200,0.3988,1.2329,0.72,0.80
19.00,9,P,101034,0.122200,-0.6002,3.0573,1.90,1.98
19.50,9,C,19466,0.112600,0.3524,2.4178,0.62,0.70
19.50,9,P,29444,0.112600,-0.6466,2.3739,2.30,2.38
20.00,9,C,179084,0.103200,0.3126,1.3654,0.55,0.61
20.00,9,P,104197,0.103200,-0.6863,2.4083,2.72,2.80
20.50,9,C,54918,0.094200,0.2787,2.5680,0.48,0.55
20.50,9,P,55286,0.094200,-0.7203,2.5062,3.15,3.25
21.00,9,C,99190,0.085900,0.2497,1.8682,0.42,0.49
21.00,9,P,59818,0.085900,-0.7492,2.8404,3.55,3.70
21.50,9,C,33401,0.078400,0.2250,1.9994,0.38,0.45
21.50,9,P,19655,0.078400,-0.7740,2.7383,4.00,4.15
22.00,9,C,135167,0.071600,0.2038,1.4806,0.34,0.41
22.00,9,P,55060,0.071600,-0.7952,2.8378,4.50,4.60
22.50,9,C,43119,0.065600,0.1856,1.3006,0.31,0.38
22.50,9,P,160,0.065600,-0.8134,0.0000,4.95,5.10
23.00,9,C,98782,0.060200,0.1698,1.2612,0.29,0.35
23.00,9,P,19908,0.060200,-0.8292,0.0000,5.40,5.55
23.50,9,C,43264,0.055400,0.1560,2.2506,0.27,0.32
23.50,9,P,128,0.055400,-0.8430,0.0000,5.90,6.00
24.00,9,C,100639,0.051100,0.1439,2.3076,0.25,0.30
24.00,9,P,16831,0.051100,-0.8550,0.0000,6.35,6.50
24.50,9,C,15294,0.047200,0.1333,2.3658,0.22,0.28
24.50,9,P,35,0.047200,-0.8657,0.0000,6.85,7.00
25.00,9,C,242227,0.043800,0.1238,1.6799,0.20,0.26
25.00,9,P,37585,0.043800,-0.8751,0.0000,7.35,7.45
26.00,9,C,68686,0.038000,0.1078,2.1249,0.19,0.24
26.00,9,P,1693,0.038000,-0.8911,0.0000,8.30,8.45
27.00,9,C,64688,0.033200,0.0949,2.6378,0.17,0.21
27.00,9,P,1360,0.033200,-0.9040,0.0000,9.30,9.40
28.00,9,C,108292,0.029300,0.0843,2.3505,0.14,0.19
28.00,9,P,1234,0.029300,-0.9146,0.0000,10.25,10.40
29.00,9,C,20110,0.026000,0.0754,2.8315,0.13,0.17
29.00,9,P,1813,0.026000,-0.9235,0.0000,11.25,11.35
30.00,9,C,159511,0.023300,0.0680,2.1684,0.12,0.16
30.00,9,P,856,0.023300,-0.9309,1.8452,12.25,12.35
31.00,9,C,48570,0.021000,0.0618,3.0052,0.10,0.16
31.00,9,P,550,0.021000,-0.9372,2.0282,13.20,13.35
32.00,9,C,25204,0.019000,0.0564,3.0926,0.10,0.14
32.00,9,P,123,0.019000,-0.9425,3.5182,14.20,14.35
33.00,9,C,21127,0.017300,0.0518,3.1743,0.09,0.14
33.00,9,P,810,0.017300,-0.9471,3.2577,15.20,15.30
34.00,9,C,21072,0.015900,0.0478,3.2507,0.05,0.13
34.00,9,P,15,0.015900,-0.9511,2.9530,16.20,16.30
35.00,9,C,135910,0.014600,0.0443,3.2328,0.08,0.11
35.00,9,P,49,0.014600,-0.9546,3.5313,17.20,17.30
36.00,9,C,6870,0.013500,0.0412,3.3971,0.06,0.11
36.00,9,P,66,0.013500,-0.9577,3.5523,18.20,18.30
37.00,9,C,27887,0.012500,0.0385,3.4928,0.06,0.11
37.00,9,P,13,0.012500,-0.9604,2.1804,19.15,19.30
38.00,9,C,20110,0.011600,0.0361,3.5272,0.04,0.10
38.00,9,P,28,0.011600,-0.9628,2.2524,20.15,20.30
39.00,9,C,27007,0.010800,0.0340,3.5910,0.03,0.10
39.00,9,P,2,0.010800,-0.9650,2.1095,21.15,21.30
40.00,9,C,84643,0.010200,0.0320,3.6603,0.06,0.08
40.00,9,P,221,0.010200,-0.9669,2.1785,22.15,22.25
42.50,9,C,32335,0.008700,0.0280,3.8082,0.02,0.09
42.50,9,P,7,0.008700,-0.9709,1.7657,24.65,24.75
45.00,9,C,178510,0.007600,0.0248,3.4908,0.03,0.08
45.00,9,P,312,0.007600,-0.9741,2.0415,27.15,27.25
47.50,9,C,18144,0.006700,0.0222,4.0875,0.02,0.07
47.50,9,P,225,0.006700,-0.9767,2.2458,29.65,29.75
50.00,9,C,38633,0.006000,0.0201,3.8038,0.03,0.05
50.00,9,P,46,0.006000,-0.9788,0.0000,31.95,32.50
55.00,9,C,41443,0.004900,0.0168,3.7639,0.01,0.07
55.00,9,P,1,0.004900,-0.9821,0.0000,36.95,37.35
60.00,9,C,116448,0.004100,0.0145,4.6549,0.01,0.06
60.00,9,P,12,0.004100,-0.9845,0.0000,41.95,42.35
65.00,9,C,272603,0.003500,0.0126,3.7901,0.00,0.06
70.00,9,C,84715,0.003000,0.0112,3.3195,0.00,0.03
70.00,9,P,55,0.003000,-0.9877,0.0000,51.90,52.40
75.00,9,C,81938,0.002700,0.0100,3.3615,0.00,0.03
80.00,9,C,22805,0.002400,0.0091,3.4879,0.00,0.05
80.00,9,P,16,0.002400,-0.9898,0.0000,61.90,62.45
85.00,9,C,25619,0.002200,0.0083,4.2574,0.00,0.04
90.00,9,C,3790,0.002000,0.0076,4.3806,0.00,0.05
