# spot,15.8600,ts,2026-08-03 22:55:46
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,16,C,4128,0.002000,0.9957,1.2537,7.80,8.05
10.00,16,P,878,0.002000,-0.0024,1.0987,0.00,0.01
10.50,16,C,19,0.002700,0.9949,1.1478,7.30,7.55
10.50,16,P,2,0.002700,-0.0032,1.0995,0.00,0.02
11.00,16,C,41,0.003600,0.9939,1.0469,6.80,7.05
11.00,16,P,83,0.003600,-0.0042,1.0119,0.00,0.02
11.50,16,C,10,0.004800,0.9927,0.9506,6.30,6.55
11.50,16,P,234,0.004800,-0.0054,1.0556,0.00,0.02
12.00,16,C,2140,0.006400,0.9912,0.8586,5.80,6.05
12.00,16,P,1476,0.006400,-0.0069,0.9656,0.00,0.01
12.50,16,C,48,0.008500,0.9893,0.7703,5.30,5.55
12.50,16,P,159,0.008500,-0.0088,0.8787,0.00,0.03
13.00,16,C,2447,0.011400,0.9868,0.6856,4.80,5.05
13.00,16,P,2634,0.011400,-0.0113,0.7946,0.00,0.03
13.50,16,C,1078,0.015700,0.9833,0.6041,4.30,4.55
13.50,16,P,1996,0.015700,-0.0148,0.6575,0.00,0.02
14.00,16,C,1118,0.022500,0.9774,0.5256,3.85,4.00
14.00,16,P,4241,0.022500,-0.0207,0.6100,0.00,0.02
14.50,16,C,962,0.034000,0.9666,0.5788,3.40,3.50
14.50,16,P,12316,0.034000,-0.0315,0.5344,0.01,0.03
15.00,16,C,6764,0.052900,0.9468,0.5956,2.94,3.00
15.00,16,P,38431,0.052900,-0.0513,0.5251,0.03,0.05
15.50,16,C,454,0.083500,0.9015,0.5716,2.50,2.56
15.50,16,P,52714,0.083500,-0.0966,0.5494,0.09,0.13
16.00,16,C,2365,0.113700,0.8267,0.6100,2.11,2.16
16.00,16,P,154287,0.113700,-0.1714,0.5957,0.19,0.23
16.50,16,C,1296,0.132400,0.7431,0.6622,1.79,1.85
16.50,16,P,101844,0.132400,-0.2550,0.6390,0.37,0.41
17.00,16,C,7186,0.139800,0.6603,0.7455,1.52,1.59
17.00,16,P,136916,0.139800,-0.3378,0.7002,0.60,0.65
17.50,16,C,343,0.138800,0.5837,0.7315,1.31,1.37
17.50,16,P,84503,0.138800,-0.4144,0.7519,0.88,0.95
18.00,16,C,26903,0.132400,0.5164,0.8255,1.16,1.20
18.00,16,P,128427,0.132400,-0.4816,0.8054,1.22,1.28
18.50,16,C,58999,0.123500,0.4592,0.8792,1.01,1.07
18.50,16,P,75776,0.123500,-0.5389,0.8562,1.59,1.63
19.00,16,C,47501,0.113800,0.4112,0.9388,0.91,0.96
19.00,16,P,96455,0.113800,-0.5869,0.9057,1.97,2.04
19.50,16,C,42422,0.104400,0.3711,0.9805,0.82,0.87
19.50,16,P,54533,0.104400,-0.6270,0.9541,2.38,2.45
20.00,16,C,190725,0.095700,0.3374,1.0314,0.75,0.80
20.00,16,P,101543,0.095700,-0.6607,1.0011,2.81,2.88
20.50,16,C,13234,0.087900,0.3088,1.0759,0.68,0.73
20.50,16,P,1590,0.087900,-0.6893,1.0412,3.20,3.35
21.00,16,C,161166,0.080900,0.2843,1.1234,0.63,0.68
21.00,16,P,82250,0.080900,-0.7138,1.0880,3.65,3.75
21.50,16,C,15290,0.074700,0.2631,1.1676,0.58,0.63
21.50,16,P,1052,0.074700,-0.7350,1.1273,4.10,4.25
22.00,16,C,151918,0.069200,0.2446,1.2096,0.55,0.60
22.00,16,P,55688,0.069200,-0.7535,1.1817,4.60,4.70
22.50,16,C,32640,0.064400,0.2283,1.2413,0.51,0.56
22.50,16,P,821,0.064400,-0.7698,1.2313,5.05,5.15
23.00,16,C,168537,0.060000,0.2138,1.3000,0.48,0.53
23.00,16,P,24133,0.060000,-0.7843,1.2764,5.50,5.65
23.50,16,C,28976,0.056100,0.2009,1.3264,0.45,0.51
23.50,16,P,472,0.056100,-0.7972,1.3175,6.00,6.10
24.00,16,C,189661,0.052600,0.1892,1.4129,0.43,0.49
24.00,16,P,15803,0.052600,-0.8088,1.3288,6.45,6.60
24.50,16,C,3083,0.049400,0.1787,1.4527,0.41,0.46
24.50,16,P,88,0.049400,-0.8194,1.3882,6.95,7.05
25.00,16,C,216982,0.046600,0.1691,1.4894,0.39,0.43
25.00,16,P,18747,0.046600,-0.8290,1.3610,7.40,7.55
26.00,16,C,132303,0.041600,0.1523,1.4967,0.36,0.41
26.00,16,P,1469,0.041600,-0.8458,1.4367,8.40,8.50
27.00,16,C,59124,0.037400,0.1381,1.6136,0.33,0.37
27.00,16,P,247,0.037400,-0.8600,1.4690,9.35,9.45
28.00,16,C,105617,0.033900,0.1260,1.7013,0.31,0.34
28.00,16,P,890,0.033900,-0.8721,1.5613,10.30,10.45
29.00,16,C,94646,0.030800,0.1154,1.7312,0.27,0.32
29.00,16,P,681,0.030800,-0.8827,1.6490,11.30,11.40
30.00,16,C,207860,0.028200,0.1062,1.7862,0.26,0.30
30.00,16,P,607,0.028200,-0.8919,1.6942,12.25,12.40
31.00,16,C,31899,0.025900,0.0981,1.8276,0.24,0.28
31.00,16,P,428,0.025900,-0.9000,1.7321,13.25,13.35
32.00,16,C,18471,0.023900,0.0909,1.8292,0.22,0.26
32.00,16,P,815,0.023900,-0.9072,1.8072,14.25,14.35
33.00,16,C,15043,0.022100,0.0845,1.8900,0.21,0.24
33.00,16,P,20,0.022100,-0.9136,1.8343,15.20,15.30
34.00,16,C,10858,0.020500,0.0787,1.9109,0.19,0.23
34.00,16,P,6,0.020500,-0.9194,1.8541,16.20,16.30
35.00,16,C,160075,0.019100,0.0735,1.9544,0.18,0.22
35.00,16,P,687,0.019100,-0.9246,1.9199,17.20,17.30
36.00,16,C,22093,0.017800,0.0688,1.9841,0.16,0.20
36.00,16,P,7,0.017800,-0.9293,1.9293,18.15,18.25
37.00,16,C,41660,0.016700,0.0645,2.0092,0.15,0.20
37.00,16,P,10,0.016700,-0.9336,1.9903,19.15,19.25
38.00,16,C,39764,0.015600,0.0606,2.0413,0.14,0.19
38.00,16,P,3,0.015600,-0.9375,2.0494,20.15,20.25
39.00,16,C,24287,0.014700,0.0570,2.0700,0.13,0.18
39.00,16,P,6,0.014700,-0.9411,2.0460,21.15,21.25
40.00,16,C,159847,0.013800,0.0537,2.1081,0.12,0.17
40.00,16,P,296,0.013800,-0.9444,2.0332,22.10,22.20
42.50,16,C,69436,0.011900,0.0466,2.1434,0.10,0.15
45.00,16,C,63365,0.010400,0.0407,2.2200,0.09,0.12
45.00,16,P,163,0.010400,-0.9574,2.1178,27.05,27.20
47.50,16,C,99143,0.009100,0.0358,2.2283,0.07,0.11
47.50,16,P,3,0.009100,-0.9622,2.2349,29.55,29.65
50.00,16,C,157948,0.008100,0.0317,2.2539,0.05,0.10
50.00,16,P,26,0.008100,-0.9664,2.0910,32.05,32.15
55.00,16,C,128504,0.006400,0.0253,2.3072,0.03,0.07
60.00,16,C,98385,0.005200,0.0205,2.4511,0.03,0.06
60.00,16,P,17,0.005200,-0.9776,1.9755,41.80,42.20
65.00,16,C,105461,0.004300,0.0168,2.5067,0.01,0.05
65.00,16,P,155,0.004300,-0.9812,0.0000,46.75,47.20
70.00,16,C,61944,0.003600,0.0140,2.5792,0.01,0.04
70.00,16,P,2,0.003600,-0.9840,0.0000,51.75,52.15
75.00,16,C,44100,0.003000,0.0119,2.6858,0.00,0.04
80.00,16,C,51570,0.002600,0.0102,2.7315,0.00,0.03
