# spot,15.8400,ts,2026-09-11 23:49:52
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,5,C,3952,0.003200,0.9961,0.0000,6.55,6.75
10.00,5,P,263,0.003200,-0.0036,1.8124,0.00,0.01
10.50,5,C,240,0.003900,0.9956,0.0000,6.05,6.25
10.50,5,P,2,0.003900,-0.0040,1.6548,0.00,0.01
11.00,5,C,234,0.004800,0.9950,0.0000,5.55,5.75
11.00,5,P,25,0.004800,-0.0046,1.5038,0.00,0.01
11.50,5,C,27,0.006000,0.9943,0.0000,5.05,5.25
11.50,5,P,2022,0.006000,-0.0053,1.3588,0.00,0.01
12.00,5,C,1313,0.007600,0.9935,0.0000,4.55,4.80
12.00,5,P,541,0.007600,-0.0062,1.2191,0.00,0.01
12.50,5,C,44,0.009700,0.9924,0.0000,4.05,4.25
12.50,5,P,120,0.009700,-0.0072,1.1861,0.00,0.01
13.00,5,C,2249,0.012900,0.9909,0.0000,3.55,3.80
13.00,5,P,5103,0.012900,-0.0087,1.2067,0.00,0.01
13.50,5,C,429,0.017900,0.9886,0.0000,3.05,3.25
13.50,5,P,1032,0.017900,-0.0110,1.1790,0.00,0.01
14.00,5,C,2423,0.027100,0.9844,0.0000,2.57,2.73
14.00,5,P,35430,0.027100,-0.0153,0.8666,0.00,0.02
14.50,5,C,1594,0.049100,0.9722,0.0000,2.14,2.22
14.50,5,P,29776,0.049100,-0.0274,0.6419,0.01,0.02
15.00,5,C,6989,0.103600,0.9310,0.0000,1.66,1.75
15.00,5,P,92043,0.103600,-0.0686,0.6732,0.03,0.05
15.50,5,C,6555,0.179100,0.8456,0.4803,1.23,1.30
15.50,5,P,98051,0.179100,-0.1540,0.7081,0.09,0.13
16.00,5,C,49345,0.243200,0.7256,0.8132,0.88,0.92
16.00,5,P,230412,0.243200,-0.2740,0.7667,0.22,0.27
16.50,5,C,59223,0.267100,0.5854,0.8539,0.61,0.67
16.50,5,P,123843,0.267100,-0.4142,0.8269,0.46,0.50
17.00,5,C,115912,0.245900,0.4581,0.9141,0.44,0.51
17.00,5,P,257986,0.245900,-0.5415,0.8744,0.79,0.85
17.50,5,C,66530,0.208400,0.3620,1.0046,0.34,0.41
17.50,5,P,99825,0.208400,-0.6377,0.7922,1.18,1.25
18.00,5,C,116480,0.172400,0.2937,1.1757,0.29,0.31
18.00,5,P,171471,0.172400,-0.7060,0.9633,1.61,1.68
18.50,5,C,75049,0.143100,0.2446,1.2246,0.23,0.29
18.50,5,P,63791,0.143100,-0.7550,1.1089,2.06,2.14
19.00,5,C,124765,0.120200,0.2080,1.2975,0.20,0.25
19.00,5,P,154631,0.120200,-0.7917,1.4204,2.51,2.60
19.50,5,C,23815,0.102300,0.1794,1.3634,0.17,0.23
19.50,5,P,24762,0.102300,-0.8202,1.3045,2.99,3.10
20.00,5,C,331034,0.088100,0.1566,1.5134,0.15,0.19
20.00,5,P,156075,0.088100,-0.8430,1.4197,3.45,3.60
20.50,5,C,17640,0.076600,0.1380,1.5338,0.13,0.19
20.50,5,P,5466,0.076600,-0.8616,1.4260,3.95,4.05
21.00,5,C,139005,0.067100,0.1226,1.6796,0.12,0.15
21.00,5,P,18607,0.067100,-0.8770,1.4728,4.40,4.55
21.50,5,C,11049,0.059300,0.1098,1.5925,0.11,0.16
21.50,5,P,3434,0.059300,-0.8899,1.5824,4.90,5.05
22.00,5,C,174417,0.052800,0.0988,1.8016,0.11,0.15
22.00,5,P,42011,0.052800,-0.9008,1.6877,5.40,5.50
22.50,5,C,9375,0.047200,0.0895,1.6944,0.09,0.14
22.50,5,P,84,0.047200,-0.9101,1.7020,5.90,6.00
