# spot,14.5300,ts,2026-09-04 23:38:47
strike,dte,cp,oi,gamma,delta,iv,bid,ask
10.00,12,C,3980,0.003800,0.9948,0.0000,6.15,6.40
10.00,12,P,268,0.003800,-0.0041,1.0935,0.00,0.01
10.50,12,C,240,0.005400,0.9933,0.0000,5.65,5.90
10.50,12,P,2,0.005400,-0.0056,0.9931,0.00,0.01
11.00,12,C,365,0.007600,0.9914,0.0000,5.15,5.40
11.00,12,P,23,0.007600,-0.0076,0.8968,0.00,0.01
11.50,12,C,25,0.010600,0.9888,0.0000,4.65,4.90
11.50,12,P,2021,0.010600,-0.0101,0.8783,0.00,0.02
12.00,12,C,2135,0.014800,0.9856,0.7050,4.15,4.40
12.00,12,P,576,0.014800,-0.0134,0.8673,0.00,0.02
12.50,12,C,45,0.020700,0.9812,0.6101,3.65,3.90
12.50,12,P,120,0.020700,-0.0177,0.8873,0.00,0.02
13.00,12,C,2274,0.029600,0.9749,0.0000,3.25,3.35
13.00,12,P,4571,0.029600,-0.0240,0.7946,0.00,0.02
13.50,12,C,412,0.044500,0.9640,1.7685,2.76,2.82
13.50,12,P,1046,0.044500,-0.0349,0.6998,0.00,0.03
14.00,12,C,2254,0.070400,0.9437,0.4040,2.27,2.34
14.00,12,P,34503,0.070400,-0.0552,0.5163,0.02,0.04
14.50,12,C,1815,0.113600,0.9042,0.4621,1.80,1.87
14.50,12,P,24420,0.113600,-0.0947,0.4923,0.04,0.07
15.00,12,C,8626,0.171400,0.8176,0.5820,1.38,1.45
15.00,12,P,91542,0.171300,-0.1815,0.5171,0.13,0.16
15.50,12,C,2995,0.209500,0.7014,0.5892,1.06,1.13
15.50,12,P,96326,0.209500,-0.2975,0.5540,0.30,0.34
16.00,12,C,32380,0.216200,0.5824,0.6204,0.83,0.90
16.00,12,P,251592,0.216200,-0.4166,0.6159,0.55,0.59
16.50,12,C,47912,0.194900,0.4813,0.6950,0.68,0.74
16.50,12,P,119034,0.194900,-0.5176,0.6911,0.88,0.97
17.00,12,C,60903,0.169800,0.4050,0.7685,0.59,0.64
17.00,12,P,281530,0.169800,-0.5939,0.7694,1.29,1.36
17.50,12,C,63198,0.147100,0.3472,0.8589,0.50,0.57
17.50,12,P,99154,0.147100,-0.6518,0.8463,1.71,1.78
18.00,12,C,154789,0.128200,0.3021,0.9295,0.46,0.48
18.00,12,P,167575,0.128200,-0.6968,0.9217,2.16,2.23
18.50,12,C,72016,0.112500,0.2660,0.9993,0.40,0.46
18.50,12,P,61317,0.112500,-0.7330,0.9967,2.61,2.69
19.00,12,C,128912,0.099600,0.2363,1.0671,0.36,0.43
19.00,12,P,165375,0.099600,-0.7626,1.0761,3.05,3.15
19.50,12,C,24027,0.088700,0.2115,1.1128,0.33,0.38
19.50,12,P,24758,0.088700,-0.7874,1.0871,3.50,3.65
20.00,12,C,326513,0.079500,0.1906,1.1727,0.31,0.35
20.00,12,P,158831,0.079500,-0.8084,1.3271,4.00,4.10
20.50,12,C,17615,0.071700,0.1726,1.2251,0.27,0.33
